Year.AD,m
-7630,81.2
-7625,79.8
-7620,77.9
-7615,76.6
-7610,76.7
-7605,78.3
-7600,80.9
-7595,84.5
-7590,89
-7585,93.5
-7580,97.4
-7575,100.1
-7570,101.4
-7565,100.6
-7560,98.4
-7555,96.5
-7550,95.6
-7545,95.6
-7540,96.5
-7535,97.8
-7530,99.2
-7525,100.4
-7520,101.4
-7515,102.2
-7510,102.7
-7505,102.9
-7500,102.8
-7495,102.5
-7490,102.2
-7485,102.3
-7480,102.9
-7475,104
-7470,105
-7465,105.3
-7460,105.4
-7455,106.3
-7450,107.9
-7445,109.1
-7440,108.9
-7435,107.4
-7430,105.5
-7425,104.7
-7420,104.5
-7415,103.3
-7410,101.3
-7405,99.4
-7400,97.8
-7395,96.1
-7390,94.6
-7385,93.7
-7380,93.6
-7375,94.2
-7370,94.9
-7365,95.3
-7360,95.5
-7355,95.6
-7350,95.7
-7345,95.8
-7340,96.1
-7335,96.6
-7330,97.3
-7325,98.2
-7320,99.1
-7315,99.8
-7310,100.1
-7305,100.1
-7300,99.8
-7295,99.2
-7290,98.5
-7285,97.6
-7280,96.5
-7275,95.5
-7270,94.5
-7265,93.6
-7260,92.8
-7255,92.6
-7250,93
-7245,93.7
-7240,93.9
-7235,93
-7230,90.9
-7225,88.4
-7220,85.9
-7215,84
-7210,82.9
-7205,82.5
-7200,82.8
-7195,83.7
-7190,84.7
-7185,85.5
-7180,86.6
-7175,88.2
-7170,89.5
-7165,89.2
-7160,87.9
-7155,86.5
-7150,85.4
-7145,85
-7140,85.5
-7135,86.7
-7130,87.7
-7125,87.7
-7120,87
-7115,86
-7110,84.9
-7105,82.9
-7100,80.3
-7095,77.9
-7090,76.7
-7085,77
-7080,78.8
-7075,81.3
-7070,83
-7065,84.1
-7060,86
-7055,87.7
-7050,88.6
-7045,91
-7040,93.7
-7035,95.6
-7030,96.9
-7025,98
-7020,98.6
-7015,98.3
-7010,96.8
-7005,95.2
-7000,94.5
-6995,94
-6990,93.5
-6985,93.4
-6980,93.5
-6975,93.1
-6970,91.5
-6965,88.9
-6960,86.5
-6955,85.2
-6950,85.2
-6945,86.4
-6940,87.3
-6935,86.3
-6930,84
-6925,81.9
-6920,81.1
-6915,81.9
-6910,83.1
-6905,83.9
-6900,84.2
-6895,84
-6890,83
-6885,81
-6880,78.1
-6875,75.4
-6870,73.8
-6865,73.6
-6860,74
-6855,73.7
-6850,72.9
-6845,72.1
-6840,71.5
-6835,71.6
-6830,72.3
-6825,73.7
-6820,74.9
-6815,75.1
-6810,74.6
-6805,74
-6800,73.4
-6795,72.9
-6790,71.9
-6785,70.4
-6780,69.4
-6775,69.7
-6770,70.7
-6765,71.2
-6760,70.4
-6755,69.2
-6750,68.7
-6745,69.1
-6740,69.3
-6735,69.2
-6730,68.3
-6725,66.9
-6720,65
-6715,63
-6710,61.7
-6705,61.7
-6700,62.6
-6695,63.8
-6690,65.5
-6685,67.3
-6680,68.4
-6675,68.1
-6670,66.5
-6665,64.6
-6660,63.4
-6655,63.5
-6650,65.4
-6645,68.3
-6640,71.3
-6635,73.1
-6630,73.1
-6625,71.9
-6620,70.3
-6615,68.8
-6610,67.8
-6605,67.4
-6600,67.8
-6595,69.6
-6590,72.3
-6585,73.2
-6580,72.4
-6575,71.2
-6570,71.2
-6565,72.3
-6560,73.1
-6555,72.4
-6550,70.5
-6545,68.6
-6540,67.5
-6535,67.1
-6530,66.8
-6525,66.2
-6520,65.4
-6515,64.8
-6510,64.6
-6505,65.2
-6500,66.3
-6495,66.8
-6490,66.2
-6485,65.1
-6480,64.6
-6475,65.5
-6470,67.2
-6465,68.6
-6460,69.9
-6455,71.2
-6450,71.8
-6445,71.6
-6440,71.7
-6435,73
-6430,74.5
-6425,75.7
-6420,76.8
-6415,78.1
-6410,78.7
-6405,78.1
-6400,77.5
-6395,78.4
-6390,80
-6385,80.3
-6380,80.2
-6375,81.1
-6370,81.8
-6365,82.2
-6360,82.2
-6355,81.9
-6350,81.4
-6345,80.8
-6340,80.1
-6335,80.3
-6330,81
-6325,81.2
-6320,80.1
-6315,77.9
-6310,75.6
-6305,74.1
-6300,73.1
-6295,72.2
-6290,70.8
-6285,69.4
-6280,68.3
-6275,68
-6270,68.4
-6265,69
-6260,69.4
-6255,69.5
-6250,69.6
-6245,70
-6240,71
-6235,72.9
-6230,75.3
-6225,77.8
-6220,80.2
-6215,81.9
-6210,82.6
-6205,82.5
-6200,81.8
-6195,80.8
-6190,79.5
-6185,78.4
-6180,77.4
-6175,76.7
-6170,76.4
-6165,76.2
-6160,75.9
-6155,75.2
-6150,74.3
-6145,73.2
-6140,71.9
-6135,70.6
-6130,69.3
-6125,68
-6120,67
-6115,66.1
-6110,65.5
-6105,65.2
-6100,65.1
-6095,65.4
-6090,66
-6085,67.1
-6080,68.5
-6075,70.4
-6070,72.6
-6065,74.7
-6060,76.4
-6055,77.2
-6050,76.9
-6045,75.9
-6040,74.7
-6035,73.9
-6030,73.8
-6025,74.4
-6020,75.8
-6015,77.2
-6010,78.3
-6005,78.5
-6000,77.7
-5995,77
-5990,77.6
-5985,79.9
-5980,82.8
-5975,85.2
-5970,86.6
-5965,87.3
-5960,87.4
-5955,86.5
-5950,83.9
-5945,80.1
-5940,76.7
-5935,74.7
-5930,74.2
-5925,75
-5920,76.7
-5915,78.4
-5910,79.2
-5905,78.9
-5900,78.4
-5895,78.5
-5890,79.2
-5885,80.3
-5880,81.4
-5875,82.1
-5870,81.9
-5865,80.4
-5860,78.1
-5855,76.1
-5850,75.5
-5845,76.5
-5840,78.2
-5835,79.5
-5830,80
-5825,79.8
-5820,79.1
-5815,78.1
-5810,77.2
-5805,76.7
-5800,76.7
-5795,76.9
-5790,77.1
-5785,77.1
-5780,76.9
-5775,76.6
-5770,76
-5765,75.4
-5760,74.8
-5755,74.4
-5750,74.3
-5745,74.5
-5740,75.1
-5735,76.1
-5730,77.5
-5725,79.2
-5720,81.1
-5715,82.7
-5710,83.9
-5705,84.4
-5700,84.1
-5695,83.2
-5690,82
-5685,80.5
-5680,79.3
-5675,78.7
-5670,79.1
-5665,80.3
-5660,81.7
-5655,82.3
-5650,81.9
-5645,81.1
-5640,80.6
-5635,81
-5630,82.5
-5625,84.9
-5620,88.2
-5615,91.5
-5610,94
-5605,95.1
-5600,94.8
-5595,93.2
-5590,90.4
-5585,86.9
-5580,83.6
-5575,81.7
-5570,82
-5565,84.4
-5560,87.3
-5555,89
-5550,89
-5545,88.2
-5540,87.4
-5535,87.2
-5530,87.4
-5525,87.9
-5520,88.6
-5515,89
-5510,89.1
-5505,88.5
-5500,87.1
-5495,84.9
-5490,82.9
-5485,81.9
-5480,85.5
-5475,92.9
-5470,99.4
-5465,101.6
-5460,102.4
-5455,102.1
-5450,100.2
-5445,98.4
-5440,96.8
-5435,95.4
-5430,93.3
-5425,91
-5420,89.8
-5415,90.1
-5410,90.7
-5405,90.5
-5400,89.8
-5395,88.9
-5390,88.3
-5385,88.4
-5380,89.4
-5375,90.8
-5370,92.3
-5365,93.5
-5360,94.1
-5355,94
-5350,93.3
-5345,92.4
-5340,91.5
-5335,90.9
-5330,90.6
-5325,90.8
-5320,91.4
-5315,92.6
-5310,94.2
-5305,96.2
-5300,98.1
-5295,99.6
-5290,100.5
-5285,100.8
-5280,100.6
-5275,99.8
-5270,98.5
-5265,96.9
-5260,94.9
-5255,92.9
-5250,90.9
-5245,89.1
-5240,87.6
-5235,86.6
-5230,86.2
-5225,86.8
-5220,88.8
-5215,92.2
-5210,96.8
-5205,101.4
-5200,104.9
-5195,106.3
-5190,105.4
-5185,103.2
-5180,100.7
-5175,98.5
-5170,96.8
-5165,95.4
-5160,94.1
-5155,93.1
-5150,92.1
-5145,91.2
-5140,90.3
-5135,89.7
-5130,89.3
-5125,89.1
-5120,89.1
-5115,89.2
-5110,89.1
-5105,88.4
-5100,87.3
-5095,86
-5090,84.7
-5085,83.9
-5080,83.6
-5075,83.6
-5070,83.9
-5065,84.2
-5060,84.6
-5055,85.1
-5050,85.6
-5045,86.2
-5040,86.7
-5035,87
-5030,87
-5025,86.7
-5020,86.2
-5015,85.4
-5010,84.8
-5005,84.6
-5000,85.3
-4995,86.7
-4990,87.8
-4985,88.1
-4980,87.8
-4975,87.1
-4970,86.2
-4965,85.3
-4960,84.5
-4955,84
-4950,83.8
-4945,84.2
-4940,85
-4935,86
-4930,86.7
-4925,86.3
-4920,85.1
-4915,83.8
-4910,83.1
-4905,83.2
-4900,84
-4895,84.9
-4890,85.2
-4885,84.6
-4880,84.2
-4875,84.2
-4870,83
-4865,80.3
-4860,77.9
-4855,77.1
-4850,78.1
-4845,80
-4840,81.6
-4835,82.6
-4830,83.4
-4825,83.7
-4820,83
-4815,81.4
-4810,79.6
-4805,78.4
-4800,78.8
-4795,80.3
-4790,82
-4785,83.3
-4780,84
-4775,84.3
-4770,84.1
-4765,83.6
-4760,82.7
-4755,81.5
-4750,80.3
-4745,79
-4740,77.9
-4735,77.1
-4730,77.1
-4725,78
-4720,79.6
-4715,81.2
-4710,82.5
-4705,83.2
-4700,83.1
-4695,82.9
-4690,82.6
-4685,83
-4680,83.8
-4675,84.5
-4670,84.6
-4665,83.9
-4660,83.1
-4655,82.9
-4650,83
-4645,82.9
-4640,81.8
-4635,80
-4630,78.2
-4625,76.9
-4620,76.7
-4615,77.3
-4610,78.3
-4605,79.2
-4600,79.5
-4595,79
-4590,78.3
-4585,78
-4580,78
-4575,77.6
-4570,76.6
-4565,75.2
-4560,74.1
-4555,73.5
-4550,73.9
-4545,75.5
-4540,77.5
-4535,78.9
-4530,79.2
-4525,78.6
-4520,77.5
-4515,76.4
-4510,75.5
-4505,75.1
-4500,75.3
-4495,76.1
-4490,77.5
-4485,78.6
-4480,78.4
-4475,76.6
-4470,74.4
-4465,72.8
-4460,73.1
-4455,75
-4450,77
-4445,79.7
-4440,82.1
-4435,83.5
-4430,83.2
-4425,81.3
-4420,78.7
-4415,76.4
-4410,75.2
-4405,75.1
-4400,75.4
-4395,75.5
-4390,75.2
-4385,74.4
-4380,73.1
-4375,72.1
-4370,72
-4365,72.8
-4360,74.2
-4355,75.9
-4350,77.8
-4345,79.6
-4340,81.5
-4335,83.4
-4330,85.4
-4325,87.4
-4320,89.2
-4315,90.6
-4310,91.3
-4305,90.9
-4300,89.4
-4295,87.1
-4290,84.4
-4285,81.8
-4280,79.9
-4275,78.9
-4270,78.8
-4265,79.4
-4260,80.4
-4255,81.6
-4250,82.8
-4245,84
-4240,85.1
-4235,86.3
-4230,87.6
-4225,89
-4220,90.1
-4215,90.9
-4210,90.8
-4205,89.7
-4200,87.3
-4195,84.3
-4190,81.2
-4185,78.6
-4180,77.3
-4175,77.6
-4170,79
-4165,81
-4160,83.1
-4155,84.7
-4150,85.3
-4145,84.6
-4140,82.8
-4135,80.6
-4130,78.2
-4125,76.1
-4120,74.7
-4115,74.3
-4110,74.7
-4105,74.9
-4100,73.8
-4095,71.8
-4090,69.9
-4085,69
-4080,68.6
-4075,68.4
-4070,68.3
-4065,68.3
-4060,68.6
-4055,69.3
-4050,71.4
-4045,74.5
-4040,76.6
-4035,78.7
-4030,79
-4025,77.4
-4020,75.3
-4015,73.1
-4010,71.1
-4005,69.9
-4000,69.5
-3995,70.2
-3990,71.4
-3985,72.9
-3980,74.2
-3975,75.2
-3970,75.9
-3965,76.7
-3960,78
-3955,79.7
-3950,81.6
-3945,83.3
-3940,84.7
-3935,85.5
-3930,85.7
-3925,85.2
-3920,84.4
-3915,83.7
-3910,83.4
-3905,83.4
-3900,83.4
-3895,83.2
-3890,83.4
-3885,83.3
-3880,81.6
-3875,78.4
-3870,76.1
-3865,75
-3860,73.7
-3855,72.1
-3850,71.1
-3845,70.7
-3840,70.4
-3835,69.6
-3830,68.7
-3825,67.8
-3820,67.3
-3815,67.2
-3810,67.6
-3805,68.6
-3800,70.1
-3795,71.5
-3790,72.4
-3785,72.8
-3780,73.1
-3775,73.4
-3770,73.8
-3765,74
-3760,74.2
-3755,74.1
-3750,73.7
-3745,72.8
-3740,71.6
-3735,70.4
-3730,69.7
-3725,69
-3720,67.8
-3715,67.1
-3710,68.3
-3705,70.7
-3700,72.5
-3695,73
-3690,72.4
-3685,71.1
-3680,69.6
-3675,68.1
-3670,66.1
-3665,63.9
-3660,63.9
-3655,66
-3650,68.8
-3645,71.5
-3640,74.3
-3635,77.9
-3630,81.3
-3625,83.4
-3620,84.5
-3615,84.6
-3610,83.8
-3605,83.1
-3600,83
-3595,82.7
-3590,81.9
-3585,80.4
-3580,78.6
-3575,77
-3570,76.3
-3565,76
-3560,75
-3555,72.6
-3550,70.3
-3545,69.1
-3540,69.3
-3535,70.5
-3530,72.3
-3525,74.4
-3520,76.5
-3515,78.1
-3510,79.1
-3505,79.2
-3500,79.2
-3495,80
-3490,82
-3485,83.6
-3480,84
-3475,83.1
-3470,81.3
-3465,79
-3460,77.2
-3455,75.5
-3450,74.2
-3445,73.6
-3440,73.1
-3435,71.9
-3430,69.8
-3425,67.6
-3420,66
-3415,65.2
-3410,65.1
-3405,65.5
-3400,65.2
-3395,63.6
-3390,61.9
-3385,61.3
-3380,62.8
-3375,65.9
-3370,69.5
-3365,72.7
-3360,75.2
-3355,76.8
-3350,77.7
-3345,78.2
-3340,78.9
-3335,79.9
-3330,80.9
-3325,81.7
-3320,82.2
-3315,82.1
-3310,81.9
-3305,81.8
-3300,81.1
-3295,79.7
-3290,78.6
-3285,78.5
-3280,78.8
-3275,77.8
-3270,76.5
-3265,76.4
-3260,77.3
-3255,77.5
-3250,76.1
-3245,74.6
-3240,72.9
-3235,70.9
-3230,69.3
-3225,68.3
-3220,67.5
-3215,65.9
-3210,63.7
-3205,62
-3200,60.9
-3195,60.9
-3190,61.7
-3185,62.4
-3180,62.9
-3175,63.3
-3170,63.3
-3165,62.7
-3160,61.5
-3155,59.5
-3150,57.4
-3145,55.9
-3140,55.3
-3135,55.2
-3130,55
-3125,54.4
-3120,54.1
-3115,53.9
-3110,53.4
-3105,54.1
-3100,55.9
-3095,57.8
-3090,59.1
-3085,59.6
-3080,59.9
-3075,60.1
-3070,60.1
-3065,59.2
-3060,57.3
-3055,55.2
-3050,53.7
-3049,53.5
-3048,53.3
-3047,53.1
-3046,53
-3045,52.9
-3044,52.8
-3043,52.7
-3042,52.6
-3041,52.5
-3040,52.4
-3039,52.3
-3038,52.2
-3037,52.1
-3036,52
-3035,51.9
-3034,51.9
-3033,51.9
-3032,52
-3031,52.2
-3030,52.4
-3029,52.6
-3028,52.9
-3027,53.2
-3026,53.5
-3025,53.8
-3024,54.1
-3023,54.3
-3022,54.4
-3021,54.6
-3020,54.7
-3019,54.8
-3018,54.8
-3017,54.9
-3016,55
-3015,55.1
-3014,55.2
-3013,55.3
-3012,55.4
-3011,55.6
-3010,55.8
-3009,56
-3008,56.2
-3007,56.4
-3006,56.5
-3005,56.7
-3004,56.9
-3003,57
-3002,57.1
-3001,57.1
-3000,57.1
-2999,57.1
-2998,57
-2997,56.8
-2996,56.6
-2995,56.4
-2994,56.2
-2993,55.9
-2992,55.6
-2991,55.3
-2990,55
-2989,54.7
-2988,54.4
-2987,54.1
-2986,53.8
-2985,53.5
-2984,53.3
-2983,53
-2982,52.8
-2981,52.5
-2980,52.3
-2979,52.1
-2978,51.9
-2977,51.7
-2976,51.5
-2975,51.4
-2974,51.2
-2973,51.1
-2972,50.9
-2971,50.8
-2970,50.7
-2969,50.6
-2968,50.5
-2967,50.4
-2966,50.3
-2965,50.2
-2964,50.1
-2963,50
-2962,49.9
-2961,49.9
-2960,49.8
-2959,49.7
-2958,49.6
-2957,49.5
-2956,49.4
-2955,49.3
-2954,49.1
-2953,49
-2952,48.9
-2951,48.7
-2950,48.5
-2949,48.3
-2948,48.2
-2947,48
-2946,47.8
-2945,47.6
-2944,47.4
-2943,47.2
-2942,47.1
-2941,46.9
-2940,46.8
-2939,46.7
-2938,46.6
-2937,46.5
-2936,46.5
-2935,46.5
-2934,46.5
-2933,46.5
-2932,46.5
-2931,46.6
-2930,46.6
-2929,46.7
-2928,46.8
-2927,47
-2926,47.1
-2925,47.2
-2924,47.4
-2923,47.6
-2922,47.8
-2921,48
-2920,48.3
-2919,48.5
-2918,48.8
-2917,49
-2916,49.3
-2915,49.6
-2914,49.9
-2913,50.2
-2912,50.5
-2911,50.8
-2910,51.1
-2909,51.5
-2908,51.8
-2907,52.1
-2906,52.4
-2905,52.7
-2904,53
-2903,53.2
-2902,53.5
-2901,53.8
-2900,54.1
-2899,54.3
-2898,54.6
-2897,54.9
-2896,55.1
-2895,55.4
-2894,55.7
-2893,55.9
-2892,56.2
-2891,56.5
-2890,56.8
-2889,57.1
-2888,57.5
-2887,57.8
-2886,58.2
-2885,58.5
-2884,58.9
-2883,59.3
-2882,59.8
-2881,60.2
-2880,60.6
-2879,61.1
-2878,61.5
-2877,61.9
-2876,62.3
-2875,62.7
-2874,63.1
-2873,63.5
-2872,63.8
-2871,64.1
-2870,64.4
-2869,64.7
-2868,64.9
-2867,65.1
-2866,65.2
-2865,65.4
-2864,65.5
-2863,65.6
-2862,65.7
-2861,65.8
-2860,65.8
-2859,65.9
-2858,66
-2857,66
-2856,66.1
-2855,66.2
-2854,66.2
-2853,66.3
-2852,66.4
-2851,66.5
-2850,66.7
-2849,66.8
-2848,66.9
-2847,67
-2846,67.1
-2845,67.3
-2844,67.4
-2843,67.5
-2842,67.6
-2841,67.7
-2840,67.8
-2839,67.9
-2838,68
-2837,68.1
-2836,68.2
-2835,68.3
-2834,68.3
-2833,68.3
-2832,68.4
-2831,68.4
-2830,68.4
-2829,68.3
-2828,68.3
-2827,68.2
-2826,68.2
-2825,68
-2824,67.9
-2823,67.7
-2822,67.5
-2821,67.3
-2820,67
-2819,66.7
-2818,66.4
-2817,66.1
-2816,65.6
-2815,65.2
-2814,64.7
-2813,64.2
-2812,63.6
-2811,63.1
-2810,62.5
-2809,61.9
-2808,61.2
-2807,60.6
-2806,60
-2805,59.3
-2804,58.7
-2803,58
-2802,57.4
-2801,56.8
-2800,56.2
-2799,55.6
-2798,55.1
-2797,54.6
-2796,54.1
-2795,53.7
-2794,53.3
-2793,53
-2792,52.7
-2791,52.5
-2790,52.3
-2789,52.2
-2788,52.1
-2787,52.1
-2786,52.1
-2785,52.2
-2784,52.3
-2783,52.4
-2782,52.5
-2781,52.6
-2780,52.7
-2779,52.9
-2778,53
-2777,53.1
-2776,53.1
-2775,53.2
-2774,53.2
-2773,53.2
-2772,53.2
-2771,53.2
-2770,53.1
-2769,53
-2768,53
-2767,52.9
-2766,52.8
-2765,52.7
-2764,52.6
-2763,52.5
-2762,52.4
-2761,52.3
-2760,52.3
-2759,52.2
-2758,52.2
-2757,52.1
-2756,52.1
-2755,52.1
-2754,52.2
-2753,52.2
-2752,52.3
-2751,52.4
-2750,52.6
-2749,52.7
-2748,52.9
-2747,53.1
-2746,53.3
-2745,53.5
-2744,53.6
-2743,53.8
-2742,53.9
-2741,54.1
-2740,54.2
-2739,54.2
-2738,54.2
-2737,54.2
-2736,54.1
-2735,54
-2734,53.8
-2733,53.6
-2732,53.3
-2731,53
-2730,52.7
-2729,52.3
-2728,51.9
-2727,51.5
-2726,51.1
-2725,50.6
-2724,50.2
-2723,49.7
-2722,49.2
-2721,48.8
-2720,48.3
-2719,47.9
-2718,47.4
-2717,47
-2716,46.6
-2715,46.3
-2714,45.9
-2713,45.6
-2712,45.4
-2711,45.2
-2710,45
-2709,44.9
-2708,44.8
-2707,44.8
-2706,44.9
-2705,45.1
-2704,45.2
-2703,45.5
-2702,45.7
-2701,46
-2700,46.3
-2699,46.5
-2698,46.8
-2697,47.1
-2696,47.3
-2695,47.5
-2694,47.6
-2693,47.7
-2692,47.7
-2691,47.7
-2690,47.6
-2689,47.4
-2688,47.2
-2687,47
-2686,46.8
-2685,46.6
-2684,46.3
-2683,46.1
-2682,45.9
-2681,45.7
-2680,45.6
-2679,45.5
-2678,45.4
-2677,45.4
-2676,45.4
-2675,45.4
-2674,45.4
-2673,45.5
-2672,45.6
-2671,45.7
-2670,45.9
-2669,46
-2668,46.2
-2667,46.3
-2666,46.5
-2665,46.7
-2664,46.8
-2663,47
-2662,47.1
-2661,47.2
-2660,47.2
-2659,47.2
-2658,47.2
-2657,47.1
-2656,47
-2655,46.8
-2654,46.6
-2653,46.3
-2652,46.1
-2651,45.8
-2650,45.5
-2649,45.2
-2648,44.9
-2647,44.5
-2646,44.2
-2645,44
-2644,43.7
-2643,43.5
-2642,43.3
-2641,43.1
-2640,42.9
-2639,42.8
-2638,42.8
-2637,42.7
-2636,42.7
-2635,42.7
-2634,42.8
-2633,42.8
-2632,42.9
-2631,43
-2630,43.2
-2629,43.3
-2628,43.5
-2627,43.7
-2626,43.9
-2625,44.2
-2624,44.4
-2623,44.7
-2622,45
-2621,45.2
-2620,45.5
-2619,45.7
-2618,45.8
-2617,45.9
-2616,46
-2615,45.9
-2614,45.8
-2613,45.7
-2612,45.5
-2611,45.3
-2610,45.1
-2609,44.8
-2608,44.5
-2607,44.3
-2606,44
-2605,43.8
-2604,43.6
-2603,43.4
-2602,43.2
-2601,43.1
-2600,42.9
-2599,42.8
-2598,42.6
-2597,42.4
-2596,42.2
-2595,42
-2594,41.8
-2593,41.5
-2592,41.3
-2591,41.1
-2590,40.9
-2589,40.7
-2588,40.5
-2587,40.4
-2586,40.3
-2585,40.3
-2584,40.3
-2583,40.4
-2582,40.5
-2581,40.7
-2580,40.9
-2579,41.2
-2578,41.6
-2577,42
-2576,42.4
-2575,42.9
-2574,43.4
-2573,43.9
-2572,44.4
-2571,44.9
-2570,45.4
-2569,45.9
-2568,46.4
-2567,46.8
-2566,47.2
-2565,47.6
-2564,47.9
-2563,48.2
-2562,48.4
-2561,48.5
-2560,48.6
-2559,48.7
-2558,48.7
-2557,48.7
-2556,48.7
-2555,48.7
-2554,48.6
-2553,48.6
-2552,48.5
-2551,48.4
-2550,48.3
-2549,48.1
-2548,48
-2547,47.8
-2546,47.7
-2545,47.5
-2544,47.4
-2543,47.2
-2542,47.1
-2541,46.9
-2540,46.7
-2539,46.4
-2538,46.1
-2537,45.8
-2536,45.5
-2535,45.1
-2534,44.7
-2533,44.3
-2532,44
-2531,43.5
-2530,43.2
-2529,42.8
-2528,42.4
-2527,42.1
-2526,41.7
-2525,41.5
-2524,41.2
-2523,41
-2522,40.8
-2521,40.6
-2520,40.4
-2519,40.1
-2518,39.8
-2517,39.4
-2516,39
-2515,38.6
-2514,38.2
-2513,37.8
-2512,37.4
-2511,37
-2510,36.7
-2509,36.4
-2508,36.2
-2507,36
-2506,35.9
-2505,35.9
-2504,35.9
-2503,36
-2502,36.1
-2501,36.3
-2500,36.6
-2499,36.9
-2498,37.2
-2497,37.6
-2496,38
-2495,38.4
-2494,38.8
-2493,39.1
-2492,39.5
-2491,39.7
-2490,40
-2489,40.1
-2488,40.2
-2487,40.3
-2486,40.2
-2485,40.2
-2484,40.1
-2483,39.9
-2482,39.7
-2481,39.5
-2480,39.2
-2479,38.9
-2478,38.7
-2477,38.5
-2476,38.4
-2475,38.4
-2474,38.6
-2473,38.9
-2472,39.3
-2471,39.8
-2470,40.4
-2469,41.1
-2468,41.9
-2467,42.6
-2466,43.3
-2465,43.9
-2464,44.5
-2463,45
-2462,45.5
-2461,45.9
-2460,46.3
-2459,46.7
-2458,47
-2457,47.4
-2456,47.7
-2455,48
-2454,48.2
-2453,48.4
-2452,48.5
-2451,48.6
-2450,48.6
-2449,48.6
-2448,48.5
-2447,48.4
-2446,48.3
-2445,48.2
-2444,48.1
-2443,48
-2442,47.9
-2441,47.7
-2440,47.6
-2439,47.5
-2438,47.4
-2437,47.3
-2436,47.2
-2435,47.2
-2434,47.1
-2433,47
-2432,46.9
-2431,46.8
-2430,46.7
-2429,46.6
-2428,46.5
-2427,46.4
-2426,46.3
-2425,46.1
-2424,45.9
-2423,45.7
-2422,45.4
-2421,45.1
-2420,44.8
-2419,44.4
-2418,44.1
-2417,43.7
-2416,43.3
-2415,43
-2414,42.7
-2413,42.5
-2412,42.3
-2411,42.2
-2410,42.2
-2409,42.2
-2408,42.3
-2407,42.5
-2406,42.6
-2405,42.8
-2404,42.9
-2403,43.1
-2402,43.2
-2401,43.4
-2400,43.5
-2399,43.6
-2398,43.7
-2397,43.8
-2396,43.9
-2395,43.9
-2394,43.9
-2393,43.9
-2392,43.9
-2391,43.8
-2390,43.6
-2389,43.5
-2388,43.3
-2387,43
-2386,42.8
-2385,42.5
-2384,42.1
-2383,41.8
-2382,41.4
-2381,41.1
-2380,40.7
-2379,40.3
-2378,40
-2377,39.6
-2376,39.3
-2375,38.9
-2374,38.6
-2373,38.4
-2372,38.1
-2371,37.9
-2370,37.7
-2369,37.5
-2368,37.4
-2367,37.2
-2366,37.1
-2365,37
-2364,37
-2363,36.9
-2362,36.8
-2361,36.7
-2360,36.6
-2359,36.4
-2358,36.3
-2357,36.2
-2356,36
-2355,35.9
-2354,35.8
-2353,35.8
-2352,35.8
-2351,35.8
-2350,35.9
-2349,36
-2348,36.2
-2347,36.4
-2346,36.6
-2345,36.8
-2344,37.1
-2343,37.4
-2342,37.6
-2341,37.9
-2340,38.1
-2339,38.3
-2338,38.5
-2337,38.6
-2336,38.7
-2335,38.8
-2334,38.8
-2333,38.8
-2332,38.8
-2331,38.7
-2330,38.6
-2329,38.4
-2328,38.2
-2327,37.9
-2326,37.6
-2325,37.4
-2324,37.1
-2323,36.7
-2322,36.4
-2321,36.2
-2320,35.9
-2319,35.6
-2318,35.4
-2317,35.2
-2316,35
-2315,34.8
-2314,34.6
-2313,34.5
-2312,34.4
-2311,34.2
-2310,34.1
-2309,34
-2308,34
-2307,33.9
-2306,33.9
-2305,33.8
-2304,33.8
-2303,33.8
-2302,33.8
-2301,33.8
-2300,33.8
-2299,33.8
-2298,33.9
-2297,34
-2296,34.1
-2295,34.2
-2294,34.4
-2293,34.6
-2292,34.8
-2291,35.1
-2290,35.4
-2289,35.6
-2288,35.9
-2287,36.2
-2286,36.4
-2285,36.6
-2284,36.8
-2283,37
-2282,37.1
-2281,37.2
-2280,37.4
-2279,37.5
-2278,37.7
-2277,37.8
-2276,37.9
-2275,38.1
-2274,38.2
-2273,38.3
-2272,38.4
-2271,38.5
-2270,38.6
-2269,38.7
-2268,38.7
-2267,38.7
-2266,38.7
-2265,38.7
-2264,38.6
-2263,38.4
-2262,38.2
-2261,38
-2260,37.8
-2259,37.4
-2258,37.1
-2257,36.7
-2256,36.3
-2255,35.8
-2254,35.4
-2253,34.9
-2252,34.4
-2251,34
-2250,33.5
-2249,33
-2248,32.6
-2247,32.2
-2246,31.8
-2245,31.4
-2244,31.1
-2243,30.8
-2242,30.6
-2241,30.5
-2240,30.4
-2239,30.3
-2238,30.3
-2237,30.3
-2236,30.4
-2235,30.5
-2234,30.6
-2233,30.7
-2232,30.8
-2231,30.9
-2230,31
-2229,31.1
-2228,31.1
-2227,31.1
-2226,31
-2225,30.9
-2224,30.7
-2223,30.5
-2222,30.3
-2221,30.1
-2220,29.8
-2219,29.5
-2218,29.2
-2217,28.8
-2216,28.5
-2215,28.2
-2214,28
-2213,27.8
-2212,27.7
-2211,27.7
-2210,27.8
-2209,27.9
-2208,28.2
-2207,28.6
-2206,29
-2205,29.4
-2204,29.9
-2203,30.4
-2202,31
-2201,31.5
-2200,32
-2199,32.6
-2198,33.1
-2197,33.6
-2196,34
-2195,34.5
-2194,34.8
-2193,35.2
-2192,35.5
-2191,35.7
-2190,35.8
-2189,35.9
-2188,36
-2187,35.9
-2186,35.9
-2185,35.8
-2184,35.6
-2183,35.4
-2182,35.1
-2181,34.8
-2180,34.5
-2179,34.1
-2178,33.8
-2177,33.4
-2176,33.1
-2175,32.7
